
Standard & Poors 500 Index,Last: 4164,Change:  52.92
"Date: February 7, 2023 at 5:34 PM EST",Bid: 4099.96,Ask: 4203.0601,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Feb 17 2023,SPX230217C03025000,0,0,1124.2,1138.5,0,0.8044,0.9998,0,0,3025.00,SPX230217P03025000,0.1,-0.025,0,0.15,16,0.6199,-0.0007,0,2803
Fri Feb 17 2023,SPXW230217C03025000,926.66,0,1124.2,1143.4,0,0,0.9996,0,30,3025.00,SPXW230217P03025000,0.75,0,0.05,0.15,0,0.6257,-0.0009,0,450
Fri Feb 17 2023,SPX230217C03050000,0,0,1102.7,1109.3,0,0,0.9997,0,0,3050.00,SPX230217P03050000,0.05,-0.075,0,0.15,60,0.6049,-0.0008,0,3424
Fri Feb 17 2023,SPXW230217C03050000,0,0,1102.7,1109.2,0,0,0.9995,0,0,3050.00,SPXW230217P03050000,0.15,0,0.05,0.15,0,0.6106,-0.0009,0,1772
Fri Feb 17 2023,SPX230217C03060000,0,0,1089,1103.5,0,0.7748,0.9997,0,0,3060.00,SPX230217P03060000,0.05,-0.075,0,0.15,23,0.5989,-0.0008,0,923
Fri Feb 17 2023,SPXW230217C03060000,0,0,1084.4,1105.6,0,0,0.9995,0,0,3060.00,SPXW230217P03060000,0.4,0,0.05,0.15,0,0.6045,-0.001,0,244
Fri Feb 17 2023,SPX230217C03070000,0,0,1079.3,1093.5,0,0.7705,0.9996,0,0,3070.00,SPX230217P03070000,0.4,0,0,0.15,0,0.5931,-0.0008,0,640
Fri Feb 17 2023,SPXW230217C03070000,0,0,1074.5,1095.6,0,0.5399,0.9995,0,0,3070.00,SPXW230217P03070000,0.4,0,0.05,0.15,0,0.6098,-0.001,0,240
Fri Feb 17 2023,SPX230217C03075000,0,0,1074.1,1088.5,0,0.7663,0.9996,0,0,3075.00,SPX230217P03075000,0.12,-0.03,0,0.15,4,0.59,-0.0008,0,1559
Fri Feb 17 2023,SPXW230217C03075000,0,0,1074.3,1093.5,0,0.5275,0.9995,0,0,3075.00,SPXW230217P03075000,0.25,0,0.05,0.15,0,0.6067,-0.001,0,5042
Fri Feb 17 2023,SPX230217C03080000,0,0,1069.3,1083.5,0,0.7621,0.9996,0,0,3080.00,SPX230217P03080000,0.35,0,0,0.15,0,0.5871,-0.0009,0,465
Fri Feb 17 2023,SPXW230217C03080000,0,0,1064.5,1085.7,0,0.5122,0.9994,0,0,3080.00,SPXW230217P03080000,0.65,0,0.05,0.15,0,0.6037,-0.001,0,254
Fri Feb 17 2023,SPX230217C03090000,0,0,1059.3,1073.6,0,0.7578,0.9996,0,0,3090.00,SPX230217P03090000,0.2,0,0.05,0.15,0,0.5811,-0.0009,0,785
Fri Feb 17 2023,SPXW230217C03090000,0,0,1054.5,1075.7,0,0.5568,0.9994,0,0,3090.00,SPXW230217P03090000,0.4,0,0.05,0.15,0,0.5976,-0.0011,0,253
Fri Feb 17 2023,SPX230217C03100000,947.01,0,1052.8,1059.3,0,0,0.9996,0,39,3100.00,SPX230217P03100000,0.1,-0.05,0.05,0.15,2,0.5752,-0.0009,0,11302
Fri Feb 17 2023,SPXW230217C03100000,1038.91,0,1052.8,1059.4,0,0,0.9994,0,19,3100.00,SPXW230217P03100000,0.12,-0.03,0.05,0.15,7,0.5807,-0.0011,0,14986
Fri Feb 17 2023,SPX230217C03110000,0,0,1039.1,1053.6,0,0.7411,0.9995,0,0,3110.00,SPX230217P03110000,0.2,0,0.05,0.15,0,0.5826,-0.001,0,540
Fri Feb 17 2023,SPXW230217C03110000,0,0,1034.5,1055.7,0,0.5214,0.9993,0,0,3110.00,SPXW230217P03110000,0.4,0,0.05,0.15,0,0.5855,-0.0011,0,129
Fri Feb 17 2023,SPX230217C03120000,0,0,1029.1,1043.6,0,0.7329,0.9995,0,0,3120.00,SPX230217P03120000,0.2,0,0.05,0.15,0,0.5634,-0.001,0,948
Fri Feb 17 2023,SPXW230217C03120000,0,0,1029.4,1048.6,0,0.55,0.9993,0,0,3120.00,SPXW230217P03120000,0.88,0,0.05,0.15,0,0.5794,-0.0012,0,229
Fri Feb 17 2023,SPX230217C03125000,0,0,1025.7,1036.3,0,0,0.9995,0,2,3125.00,SPX230217P03125000,0.1,-0.05,0.05,0.15,12,0.5605,-0.001,0,926
Fri Feb 17 2023,SPXW230217C03125000,0,0,1019.6,1040.7,0,0.5431,0.9993,0,0,3125.00,SPXW230217P03125000,0.35,0,0.05,0.15,0,0.5764,-0.0012,0,1106
Fri Feb 17 2023,SPX230217C03130000,0,0,1019.2,1033.6,0,0.7284,0.9995,0,0,3130.00,SPX230217P03130000,0.2,0,0.05,0.15,0,0.5706,-0.001,0,370
Fri Feb 17 2023,SPXW230217C03130000,0,0,1019.4,1038.6,0,0.536,0.9993,0,0,3130.00,SPXW230217P03130000,0.4,0,0.05,0.2,0,0.5734,-0.0012,0,316
Fri Feb 17 2023,SPX230217C03140000,0,0,1009.4,1023.7,0,0.724,0.9994,0,0,3140.00,SPX230217P03140000,0.15,0,0.05,0.15,0,0.5647,-0.001,0,582
Fri Feb 17 2023,SPXW230217C03140000,0,0,1004.6,1025.8,0,0.5532,0.9992,0,0,3140.00,SPXW230217P03140000,0.27,0,0.05,0.2,0,0.5675,-0.0012,0,411
Fri Feb 17 2023,SPX230217C03150000,0,0,1002.9,1009.5,0,0,0.9994,0,3,3150.00,SPX230217P03150000,0.15,-0.025,0.05,0.15,2,0.5459,-0.0011,0,10994
Fri Feb 17 2023,SPXW230217C03150000,0,0,1002.9,1009.5,0,0,0.9992,0,1,3150.00,SPXW230217P03150000,0.21,0,0.1,0.15,0,0.5615,-0.0013,0,14310
Fri Feb 17 2023,SPX230217C03160000,0,0,990.8,1001.6,0,0,0.9994,0,13,3160.00,SPX230217P03160000,0.4,0,0.05,0.15,0,0.54,-0.0011,0,1240
Fri Feb 17 2023,SPXW230217C03160000,0,0,984.6,1005.9,0,0.5286,0.9992,0,0,3160.00,SPXW230217P03160000,0.65,0,0.1,0.2,0,0.5555,-0.0013,0,165
Fri Feb 17 2023,SPX230217C03170000,0,0,980.8,991.6,0,0,0.9993,0,1,3170.00,SPX230217P03170000,0.25,0,0.05,0.15,0,0.547,-0.0012,0,1642
Fri Feb 17 2023,SPXW230217C03170000,0,0,974.6,996.1,0,0.5152,0.9991,0,0,3170.00,SPXW230217P03170000,0.27,0,0.1,0.2,0,0.5496,-0.0014,0,324
Fri Feb 17 2023,SPX230217C03175000,0,0,975.8,986.4,0,0,0.9993,0,27,3175.00,SPX230217P03175000,0.15,-0.05,0.05,0.15,2,0.5439,-0.0012,0,3319
Fri Feb 17 2023,SPXW230217C03175000,0,0,969.7,990.9,0,0.5366,0.9991,0,1,3175.00,SPXW230217P03175000,0.2,0,0.1,0.2,0,0.5466,-0.0014,0,4161
Fri Feb 17 2023,SPX230217C03180000,0,0,969.3,983.7,0,0.6949,0.9993,0,0,3180.00,SPX230217P03180000,0.25,0,0.05,0.15,0,0.541,-0.0012,0,1423
Fri Feb 17 2023,SPXW230217C03180000,0,0,964.7,985.9,0,0.531,0.9991,0,1,3180.00,SPXW230217P03180000,0.7,0,0.1,0.2,0,0.5437,-0.0014,0,215
Fri Feb 17 2023,SPX230217C03190000,0,0,959.5,973.7,0,0.6868,0.9992,0,0,3190.00,SPX230217P03190000,0.2,0,0.05,0.15,0,0.5352,-0.0012,0,1670
Fri Feb 17 2023,SPXW230217C03190000,0,0,954.7,975.9,0,0.5404,0.999,0,0,3190.00,SPXW230217P03190000,0.45,0,0.1,0.2,0,0.5463,-0.0015,0,343
Fri Feb 17 2023,SPX230217C03200000,950.71,0,953,959.5,0,0,0.9992,0,123,3200.00,SPX230217P03200000,0.2,-0.025,0.05,0.2,223,0.5293,-0.0013,0,29641
Fri Feb 17 2023,SPXW230217C03200000,965.1,56.85,953,959.5,26,0,0.999,0,46,3200.00,SPXW230217P03200000,0.15,-0.05,0.1,0.2,8,0.5404,-0.0015,0,7978
Fri Feb 17 2023,SPX230217C03210000,0,0,939.5,953.8,0,0.6741,0.9992,0,0,3210.00,SPX230217P03210000,0.45,0,0.05,0.2,0,0.5234,-0.0013,0,732
Fri Feb 17 2023,SPXW230217C03210000,0,0,934.7,956,0,0.5198,0.9989,0,2,3210.00,SPXW230217P03210000,0.32,0,0.1,0.2,0,0.5344,-0.0016,0,400
Fri Feb 17 2023,SPX230217C03220000,0,0,929.3,943.8,0,0.6661,0.9991,0,0,3220.00,SPX230217P03220000,0.45,0,0.05,0.2,0,0.5176,-0.0014,0,1487
Fri Feb 17 2023,SPXW230217C03220000,0,0,924.7,946.2,0,0.509,0.9989,0,0,3220.00,SPXW230217P03220000,0.15,-0.075,0.1,0.2,1,0.5285,-0.0016,0,307
Fri Feb 17 2023,SPX230217C03225000,0,0,925.9,936.7,0,0.5176,0.9991,0,2,3225.00,SPX230217P03225000,0.15,-0.05,0.05,0.2,2,0.5147,-0.0014,0,1982
Fri Feb 17 2023,SPXW230217C03225000,0,0,919.8,941,0,0.5035,0.9988,0,1,3225.00,SPXW230217P03225000,0.17,-0.08,0.1,0.2,75,0.5328,-0.0016,0,540
Fri Feb 17 2023,SPX230217C03230000,0,0,920.9,931.5,0,0,0.9991,0,1,3230.00,SPX230217P03230000,0.15,-0.075,0.05,0.2,1,0.5118,-0.0014,0,870
Fri Feb 17 2023,SPXW230217C03230000,0,0,914.8,936,0,0.5177,0.9988,0,3,3230.00,SPXW230217P03230000,0.6,0,0.1,0.2,0,0.5298,-0.0017,0,393
Fri Feb 17 2023,SPX230217C03240000,0,0,910.8,921.4,0,0,0.999,0,1,3240.00,SPX230217P03240000,0.3,0,0.1,0.2,0,0.5059,-0.0015,0,1088
Fri Feb 17 2023,SPXW230217C03240000,0,0,904.8,926,0,0.5232,0.9987,0,0,3240.00,SPXW230217P03240000,0.25,0,0.1,0.2,0,0.5238,-0.0017,0,190
Fri Feb 17 2023,SPX230217C03250000,739.19,0,903.1,909.6,0,0,0.999,0,30,3250.00,SPX230217P03250000,0.15,-0.1,0.1,0.2,7,0.5096,-0.0015,0,6537
Fri Feb 17 2023,SPXW230217C03250000,0,0,903.1,909.6,0,0,0.9987,0,254,3250.00,SPXW230217P03250000,0.22,-0.03,0.1,0.2,95,0.5108,-0.0018,0,1244
Fri Feb 17 2023,SPX230217C03260000,0,0,889.6,903.9,0,0.6407,0.9989,0,0,3260.00,SPX230217P03260000,0.25,0,0.1,0.2,0,0.5037,-0.0016,0,1548
Fri Feb 17 2023,SPXW230217C03260000,0,0,884.8,906,0,0.5046,0.9986,0,1,3260.00,SPXW230217P03260000,0.25,0,0.1,0.25,0,0.5118,-0.0019,0,236
Fri Feb 17 2023,SPX230217C03270000,0,0,881,891.8,0,0,0.9988,0,4,3270.00,SPX230217P03270000,0.35,0,0.1,0.2,0,0.5058,-0.0016,0,679
Fri Feb 17 2023,SPXW230217C03270000,0,0,874.8,896.1,0,0.495,0.9986,0,0,3270.00,SPXW230217P03270000,0.27,0,0.1,0.25,0,0.5059,-0.0019,0,278
Fri Feb 17 2023,SPX230217C03275000,0,0,876,886.5,0,0.4588,0.9988,0,109,3275.00,SPX230217P03275000,0.25,0,0.1,0.2,105,0.503,-0.0017,0,2578
Fri Feb 17 2023,SPXW230217C03275000,753.9,0,869.9,891.1,0,0.4902,0.9985,0,2,3275.00,SPXW230217P03275000,0.2,-0.05,0.15,0.25,45,0.5029,-0.002,0,350
Fri Feb 17 2023,SPX230217C03280000,0,0,871,881.6,0,0,0.9988,0,1,3280.00,SPX230217P03280000,0.35,0,0.1,0.2,0,0.5,-0.0017,0,3578
Fri Feb 17 2023,SPXW230217C03280000,0,0,864.9,886.1,0,0.5001,0.9985,0,20,3280.00,SPXW230217P03280000,0.4,0,0.15,0.25,0,0.5,-0.002,0,214
Fri Feb 17 2023,SPX230217C03290000,0,0,861.1,871.6,0,0,0.9987,0,160,3290.00,SPX230217P03290000,0.3,0,0.1,0.2,0,0.4941,-0.0018,0,3052
Fri Feb 17 2023,SPXW230217C03290000,0,0,854.9,876.1,0,0.5032,0.9984,0,0,3290.00,SPXW230217P03290000,0.6,0,0.15,0.25,0,0.494,-0.0021,0,353
Fri Feb 17 2023,SPX230217C03300000,825.22,0,853.2,859.7,0,0.4173,0.9986,0,54,3300.00,SPX230217P03300000,0.2,-0.1,0.1,0.2,1,0.4882,-0.0018,0,27141
Fri Feb 17 2023,SPXW230217C03300000,810.28,1.83,853.2,859.8,1,0.3489,0.9983,0,20,3300.00,SPXW230217P03300000,0.28,0.005,0.15,0.2,17,0.4942,-0.0021,0,1583
Fri Feb 17 2023,SPX230217C03310000,596.3,0,841.1,851.9,0,0.4688,0.9986,0,2,3310.00,SPX230217P03310000,0.25,-0.05,0.1,0.25,5,0.4822,-0.0019,0,2344
Fri Feb 17 2023,SPXW230217C03310000,0,0,834.9,856.4,0,0.4858,0.9982,0,4,3310.00,SPXW230217P03310000,0.25,-0.05,0.15,0.25,5,0.4882,-0.0022,0,255
Fri Feb 17 2023,SPX230217C03320000,586.8,0,831.1,841.9,0,0.4586,0.9985,0,2,3320.00,SPX230217P03320000,0.4,0,0.1,0.25,0,0.4764,-0.002,0,940
Fri Feb 17 2023,SPXW230217C03320000,0,0,825,846.2,0,0.4771,0.9982,0,1,3320.00,SPXW230217P03320000,0.32,0,0.15,0.25,0,0.4877,-0.0023,0,348
Fri Feb 17 2023,SPX230217C03325000,0,0,826.1,836.6,0,0,0.9984,0,34,3325.00,SPX230217P03325000,0.25,-0.05,0.15,0.25,1,0.4734,-0.002,0,3592
Fri Feb 17 2023,SPXW230217C03325000,0,0,820,841.2,0,0.484,0.9981,0,1,3325.00,SPXW230217P03325000,0.2,-0.125,0.15,0.25,114,0.4794,-0.0023,0,603
Fri Feb 17 2023,SPX230217C03330000,0,0,821.1,831.7,0,0,0.9984,0,3,3330.00,SPX230217P03330000,0.25,-0.05,0.15,0.25,173,0.4705,-0.0021,0,822
Fri Feb 17 2023,SPXW230217C03330000,0,0,815,836.2,0,0.4895,0.9981,0,32,3330.00,SPXW230217P03330000,0.35,0,0.15,0.3,0,0.4817,-0.0024,0,258
Fri Feb 17 2023,SPX230217C03340000,0,0,811.2,821.7,0,0,0.9983,0,25,3340.00,SPX230217P03340000,0.4,0,0.15,0.25,0,0.4711,-0.0022,0,1241
Fri Feb 17 2023,SPXW230217C03340000,0,0,805,826.4,0,0.4813,0.998,0,1,3340.00,SPXW230217P03340000,2.55,0,0.15,0.3,0,0.4757,-0.0025,0,338
Fri Feb 17 2023,SPX230217C03350000,593.4,0,803.3,809.8,0,0.4258,0.9982,0,18,3350.00,SPX230217P03350000,0.25,-0.1,0.15,0.25,22,0.4652,-0.0023,0,7412
Fri Feb 17 2023,SPXW230217C03350000,615.37,0,795,809.9,0,0.4072,0.9979,0,28,3350.00,SPXW230217P03350000,0.25,-0.1,0.2,0.3,150,0.4698,-0.0026,0,5479
Fri Feb 17 2023,SPX230217C03355000,0,0,795.8,809.1,0,0.5835,0.9982,0,0,3355.00,SPX230217P03355000,0.45,0,0.15,0.25,0,0.4733,-0.0023,0,212
Fri Feb 17 2023,SPXW230217C03355000,0,0,790,811.5,0,0.469,0.9978,0,0,3355.00,SPXW230217P03355000,1.75,0,0.2,0.3,0,0.4668,-0.0026,0,90
Fri Feb 17 2023,SPX230217C03360000,0,0,791.2,802,0,0.4531,0.9981,0,347,3360.00,SPX230217P03360000,0.45,0,0.15,0.25,0,0.4651,-0.0024,0,1273
Fri Feb 17 2023,SPXW230217C03360000,0,0,785.1,806.3,0,0.4648,0.9978,0,6,3360.00,SPXW230217P03360000,0.4,0,0.2,0.3,0,0.4638,-0.0027,0,263
Fri Feb 17 2023,SPX230217C03365000,0,0,785.8,799.1,0,0.5757,0.9981,0,0,3365.00,SPX230217P03365000,0.45,0,0.15,0.3,0,0.4673,-0.0024,0,285
Fri Feb 17 2023,SPXW230217C03365000,0,0,780.1,801.3,0,0.4698,0.9978,0,0,3365.00,SPXW230217P03365000,0.6,0,0.2,0.3,0,0.4656,-0.0027,0,135
Fri Feb 17 2023,SPX230217C03370000,0,0,780.9,794.1,0,0.5718,0.998,0,0,3370.00,SPX230217P03370000,0.35,0,0.15,0.3,0,0.4643,-0.0024,0,439
Fri Feb 17 2023,SPXW230217C03370000,0,0,775.1,796.3,0,0.4738,0.9977,0,2,3370.00,SPXW230217P03370000,0.35,-0.025,0.2,0.3,3,0.467,-0.0028,0,261
Fri Feb 17 2023,SPX230217C03375000,493.59,0,776.3,786.7,0,0.3929,0.998,0,308,3375.00,SPX230217P03375000,0.3,-0.05,0.2,0.3,8,0.4562,-0.0025,0,6569
Fri Feb 17 2023,SPXW230217C03375000,735.64,0.59,778.4,784.9,4,0.4269,0.9976,0,15,3375.00,SPXW230217P03375000,0.3,-0.075,0.2,0.3,1025,0.4597,-0.0028,0,1940
Fri Feb 17 2023,SPX230217C03380000,488.84,0,771.3,781.8,0,0.3848,0.9979,0,3,3380.00,SPX230217P03380000,0.5,0,0.15,0.3,0,0.4531,-0.0026,0,922
Fri Feb 17 2023,SPXW230217C03380000,0,0,765.1,786.5,0,0.466,0.9976,0,4,3380.00,SPXW230217P03380000,1.02,0,0.2,0.3,0,0.4609,-0.0029,0,118
Fri Feb 17 2023,SPX230217C03385000,0,0,765.9,779.1,0,0.5603,0.9979,0,0,3385.00,SPX230217P03385000,0.5,0,0.15,0.3,0,0.4553,-0.0026,0,319
Fri Feb 17 2023,SPXW230217C03385000,0,0,760.1,781.4,0,0.462,0.9975,0,0,3385.00,SPXW230217P03385000,1,0,0.2,0.35,0,0.4579,-0.0029,0,260
Fri Feb 17 2023,SPX230217C03390000,446.1,0,761.3,772,0,0.4505,0.9978,0,4,3390.00,SPX230217P03390000,0.4,0,0.2,0.3,0,0.4473,-0.0027,0,1142
Fri Feb 17 2023,SPXW230217C03390000,0,0,755.1,776.4,0,0.4581,0.9975,0,7,3390.00,SPXW230217P03390000,1.15,0,0.2,0.35,0,0.4549,-0.003,0,326
Fri Feb 17 2023,SPX230217C03395000,441.6,0,756.3,767.1,0,0.3523,0.9978,0,5,3395.00,SPX230217P03395000,0.5,0,0.2,0.3,0,0.4493,-0.0027,0,514
Fri Feb 17 2023,SPXW230217C03395000,0,0,750.1,771.6,0,0.4541,0.9974,0,0,3395.00,SPXW230217P03395000,0.45,0,0.2,0.35,0,0.4519,-0.0031,0,418
Fri Feb 17 2023,SPX230217C03400000,747.16,37.06,753.4,760,50,0.4308,0.9977,0,84,3400.00,SPX230217P03400000,0.3,-0.075,0.2,0.3,8,0.4462,-0.0028,0,21351
Fri Feb 17 2023,SPXW230217C03400000,718.45,9.7,745.1,760.1,6,0.4191,0.9974,0,45,3400.00,SPXW230217P03400000,0.3,-0.125,0.2,0.35,61,0.4489,-0.0031,0,2713
Fri Feb 17 2023,SPX230217C03405000,441.7,0,746.3,757.1,0,0,0.9976,0,7,3405.00,SPX230217P03405000,0.4,0,0.2,0.3,0,0.4478,-0.0028,0,123
Fri Feb 17 2023,SPXW230217C03405000,0,0,740.2,761.4,0,0.4605,0.9973,0,6,3405.00,SPXW230217P03405000,0.6,0,0.25,0.35,0,0.446,-0.0032,0,226
Fri Feb 17 2023,SPX230217C03410000,612.11,0,741.3,751.9,0,0.3818,0.9976,0,1,3410.00,SPX230217P03410000,0.4,0,0.2,0.35,0,0.4448,-0.0029,0,555
Fri Feb 17 2023,SPXW230217C03410000,0,0,735.2,756.4,0,0.4567,0.9972,0,3,3410.00,SPXW230217P03410000,0.44,0,0.25,0.35,0,0.4468,-0.0032,0,225
Fri Feb 17 2023,SPX230217C03415000,0,0,736,749.2,0,0.5422,0.9975,0,0,3415.00,SPX230217P03415000,0.55,0,0.2,0.35,0,0.4461,-0.003,0,219
Fri Feb 17 2023,SPXW230217C03415000,0,0,730.2,751.4,0,0.4529,0.9972,0,0,3415.00,SPXW230217P03415000,0.58,0,0.25,0.35,0,0.4475,-0.0033,0,164
Fri Feb 17 2023,SPX230217C03420000,0,0,731,744.2,0,0.5384,0.9975,0,0,3420.00,SPX230217P03420000,0.55,0,0.2,0.35,0,0.4431,-0.003,0,695
Fri Feb 17 2023,SPXW230217C03420000,0,0,725.2,746.6,0,0.449,0.9971,0,4,3420.00,SPXW230217P03420000,0.4,0,0.25,0.35,0,0.4444,-0.0034,0,157
Fri Feb 17 2023,SPX230217C03425000,0,0,726.3,736.9,0,0.4401,0.9974,0,4,3425.00,SPX230217P03425000,0.3,-0.15,0.2,0.35,1,0.436,-0.0031,0,2968
Fri Feb 17 2023,SPXW230217C03425000,462.09,0,720.2,741.5,0,0.4452,0.997,0,6,3425.00,SPXW230217P03425000,0.3,-0.15,0.25,0.35,1,0.4414,-0.0034,0,343
Fri Feb 17 2023,SPX230217C03430000,0,0,721,734.3,0,0.5355,0.9973,0,0,3430.00,SPX230217P03430000,0.55,0,0.2,0.35,0,0.4371,-0.0032,0,479
Fri Feb 17 2023,SPXW230217C03430000,479.97,0,715.2,736.5,0,0.4414,0.997,0,12,3430.00,SPXW230217P03430000,0.55,0,0.25,0.35,0,0.4384,-0.0035,0,205
Fri Feb 17 2023,SPX230217C03435000,0,0,716,729.3,0,0.5317,0.9973,0,0,3435.00,SPX230217P03435000,0.5,0,0.2,0.35,0,0.4341,-0.0032,0,206
Fri Feb 17 2023,SPXW230217C03435000,0,0,710.2,731.7,0,0.4376,0.9969,0,0,3435.00,SPXW230217P03435000,0.3,-0.175,0.25,0.35,175,0.4354,-0.0036,0,167
Fri Feb 17 2023,SPX230217C03440000,0,0,711,724.3,0,0.5278,0.9972,0,0,3440.00,SPX230217P03440000,0.45,0,0.25,0.35,0,0.431,-0.0033,0,3368
Fri Feb 17 2023,SPXW230217C03440000,681.95,0,705.3,726.5,0,0.4459,0.9968,0,16,3440.00,SPXW230217P03440000,0.5,0,0.25,0.4,0,0.4324,-0.0037,0,317
Fri Feb 17 2023,SPX230217C03445000,0,0,706.1,719.3,0,0.524,0.9971,0,0,3445.00,SPX230217P03445000,0.6,0,0.25,0.35,0,0.4318,-0.0034,0,377
Fri Feb 17 2023,SPXW230217C03445000,0,0,700.3,721.5,0,0.4422,0.9967,0,0,3445.00,SPXW230217P03445000,0.5,0,0.3,0.4,0,0.4327,-0.0037,0,274
Fri Feb 17 2023,SPX230217C03450000,568.09,0,703.6,710.1,0,0.4204,0.997,0,22,3450.00,SPX230217P03450000,0.35,-0.125,0.25,0.35,620,0.4249,-0.0034,0,8349
Fri Feb 17 2023,SPXW230217C03450000,611.58,0,695.3,710.2,0,0.4106,0.9967,0,105,3450.00,SPXW230217P03450000,0.35,-0.15,0.3,0.4,6,0.4265,-0.0038,0,3497
Fri Feb 17 2023,SPX230217C03455000,0,0,696.1,709.3,0,0.5164,0.997,0,0,3455.00,SPX230217P03455000,0.5,0,0.25,0.4,0,0.4256,-0.0035,0,240
Fri Feb 17 2023,SPXW230217C03455000,0,0,690.3,711.7,0,0.4347,0.9966,0,0,3455.00,SPXW230217P03455000,0.55,0,0.3,0.4,0,0.4297,-0.0039,0,139
Fri Feb 17 2023,SPX230217C03460000,0,0,691.1,704.3,0,0.5149,0.9969,0,0,3460.00,SPX230217P03460000,0.7,0,0.25,0.4,0,0.4262,-0.0036,0,666
Fri Feb 17 2023,SPXW230217C03460000,0,0,685.3,706.6,0,0.4309,0.9965,0,100,3460.00,SPXW230217P03460000,0.7,0,0.3,0.4,0,0.4267,-0.004,0,346
Fri Feb 17 2023,SPX230217C03465000,419.78,0,686.5,697,0,0.387,0.9968,0,1,3465.00,SPX230217P03465000,0.5,0,0.25,0.4,0,0.4197,-0.0037,0,1449
Fri Feb 17 2023,SPXW230217C03465000,0,0,680.3,701.6,0,0.4272,0.9964,0,1,3465.00,SPXW230217P03465000,0.45,-0.075,0.3,0.4,8,0.4237,-0.0041,0,326
Fri Feb 17 2023,SPX230217C03470000,0,0,681.5,692.3,0,0.4199,0.9967,0,40,3470.00,SPX230217P03470000,0.65,0,0.25,0.4,0,0.4202,-0.0038,0,1235
Fri Feb 17 2023,SPXW230217C03470000,0,0,675.3,696.6,0,0.4235,0.9963,0,22,3470.00,SPXW230217P03470000,0.77,0,0.3,0.4,0,0.4206,-0.0042,0,249
Fri Feb 17 2023,SPX230217C03475000,0,0,676.6,687,0,0.4161,0.9966,0,79,3475.00,SPX230217P03475000,0.37,-0.13,0.25,0.4,281,0.4171,-0.0038,0,3560
Fri Feb 17 2023,SPXW230217C03475000,0,0,670.4,691.8,0,0.4303,0.9962,0,97,3475.00,SPXW230217P03475000,0.55,0,0.3,0.45,0,0.4176,-0.0042,0,894
Fri Feb 17 2023,SPX230217C03480000,0,0,671.5,682,0,0.3966,0.9966,0,1,3480.00,SPX230217P03480000,0.72,0,0.3,0.4,0,0.4141,-0.0039,0,4773
Fri Feb 17 2023,SPXW230217C03480000,437.69,0,665.4,686.6,0,0.4266,0.9962,0,41,3480.00,SPXW230217P03480000,0.92,0,0.35,0.45,0,0.4174,-0.0043,0,360
Fri Feb 17 2023,SPX230217C03485000,0,0,666.2,679.4,0,0.498,0.9965,0,0,3485.00,SPX230217P03485000,0.7,0,0.3,0.4,0,0.411,-0.004,0,1256
Fri Feb 17 2023,SPXW230217C03485000,504.1,0,660.4,681.6,0,0.4229,0.996,0,2,3485.00,SPXW230217P03485000,0.9,0,0.35,0.45,0,0.4145,-0.0044,0,135
Fri Feb 17 2023,SPX230217C03490000,0,0,661.5,672,0,0.3886,0.9964,0,2,3490.00,SPX230217P03490000,0.5,-0.05,0.3,0.4,182,0.4079,-0.0041,0,1622
Fri Feb 17 2023,SPXW230217C03490000,0,0,655.4,676.8,0,0.4192,0.996,0,29,3490.00,SPXW230217P03490000,0.75,0,0.35,0.45,0,0.4141,-0.0045,0,272
Fri Feb 17 2023,SPX230217C03495000,0,0,656.2,669.4,0,0.4947,0.9963,0,0,3495.00,SPX230217P03495000,0.4,-0.15,0.3,0.45,78,0.4082,-0.0042,0,625
Fri Feb 17 2023,SPXW230217C03495000,531.3,0,650.4,671.7,0,0.4156,0.9959,0,2,3495.00,SPXW230217P03495000,0.6,0,0.35,0.45,0,0.4111,-0.0046,0,335
Fri Feb 17 2023,SPX230217C03500000,613.65,0,653.7,660.3,0,0.4037,0.9962,0,681,3500.00,SPX230217P03500000,0.35,-0.2,0.3,0.45,515,0.4051,-0.0043,0,25416
Fri Feb 17 2023,SPXW230217C03500000,561.96,0,645.4,660.4,0,0.395,0.9958,0,52,3500.00,SPXW230217P03500000,0.55,-0.05,0.35,0.45,88,0.4054,-0.0047,0,9896
Fri Feb 17 2023,SPX230217C03505000,507.53,0,646.7,657.4,0,0.4059,0.9961,0,1,3505.00,SPX230217P03505000,0.75,0,0.3,0.45,0,0.4051,-0.0044,0,970
Fri Feb 17 2023,SPXW230217C03505000,0,0,640.4,661.7,0,0.4175,0.9956,0,0,3505.00,SPXW230217P03505000,0.55,-0.05,0.35,0.5,20,0.405,-0.0048,0,147
Fri Feb 17 2023,SPX230217C03510000,0,0,641.3,654.5,0,0.4833,0.996,0,0,3510.00,SPX230217P03510000,0.8,0,0.3,0.45,0,0.4048,-0.0045,0,539
Fri Feb 17 2023,SPXW230217C03510000,420.85,0,635.5,656.9,0,0.4138,0.9956,0,44,3510.00,SPXW230217P03510000,1.09,0,0.35,0.5,0,0.4045,-0.0049,0,561
Fri Feb 17 2023,SPX230217C03515000,0,0,636.3,649.5,0,0.4795,0.9959,0,0,3515.00,SPX230217P03515000,0.65,0,0.35,0.45,0,0.399,-0.0046,0,1005
